"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City","Location"
"swsk","Kafe Kafe (Ara Damansara)","Asian","4.2","(100+)","Petaling Jaya",""
"vwri","Noor Muhammad (Ara Damansara)","Asian","4.5","(11)","Petaling Jaya",""
"fsqe","Harum Manis (Ara Damansara)","Asian","4.6","(100+)","Petaling Jaya",""
"m1fk","Restoran Idaman","Malaysian","4.3","(15000+)","Petaling Jaya",""
"l4qu","WoodKayu - Mutiara Damansara","Western","3.9","(500+)","Petaling Jaya",""
"oatr","WellB @ kEATchen","Beverages","4.9","(100+)","Petaling Jaya",""
"fhbc","Cheesecake Zowa @ kEATchen","Desserts","3","(14)","Petaling Jaya",""
"f2rh","NASI AYAM GEPREK KOTA DAME","Chicken","4.7","(1000+)","Petaling Jaya",""
"ms7t","kEATchen","Chicken","4.6","(42)","Petaling Jaya",""
"ih15","USJ CHILI PANMEE (ARA DAMANSARA)","Noodles","4.7","(100+)","Petaling Jaya",""
"q6is","Sri Kelantan Nasi Kukus","Nasi Kukus","4.4","(1000+)","Petaling Jaya",""
"v1hw","DHAKA TEH AIS KOTA DAMANSARA","Tea","4.7","(500+)","Petaling Jaya",""
"cz1k","Good Chicken Rice (Ara Damansara)","Asian","3.8","(95)","Petaling Jaya",""
"g346","ANI SUP UTARA LOTUS ARA DAMANSARA","Soups","4.3","(100+)","Petaling Jaya",""
"h9os","ABE JOE NASI PAKU DENAI ALAM","Malaysian","4.6","(100+)","Petaling Jaya",""
"g8ld","Western (Lotuss Foodcourt Ara Damansara)","Chicken Chop","2.7","(39)","Petaling Jaya",""
"qj3m","Mangga Susu TBS Kota Damansara","Salads","4.9","(100+)","Petaling Jaya",""
"beos","Nago's Burger","Asian","3","(1)","Petaling Jaya",""
"j0ne","Nasi Ahmad (KD - SS3)","Chicken","4.7","(1000+)","Petaling Jaya",""
"n7ga","Salai Master (Damansara)","Malaysian","4.7","(1000+)","Petaling Jaya",""
"s8ro","Tepeng Food Center","Fried Rice","4.6","(500+)","Petaling Jaya",""
"t7yj","Real Tomyam @ Nasi Kukus Apollo","Fried Rice","4.6","(1000+)","Petaling Jaya",""
"z5ut","DIANA CORNER","Malaysian","4.4","(3000+)","Petaling Jaya",""
"t4qb","Restoran Al Sarifa (Bandar Utama)","Roti Canai","4.5","(2000+)","Petaling Jaya",""
"t9mg","Restoran Faizul Maju (Uptown Kota Damansara)","Roti Canai","4.5","(4000+)","Petaling Jaya",""
"oavg","KADIR PASEMBOR (Lotus's Ara Damansara)","Malaysian","4.1","(13)","Petaling Jaya",""
"e9aj","NIESHA FUN FOOD (Tesco Ara Damansara)","Malaysian","4.4","(97)","Petaling Jaya",""
"o4kk","Maharani Cafe","Malaysian","4.3","(5000+)","Petaling Jaya",""
"a8yw","Tahu Bakar Station","Malaysian","4.6","(1000+)","Petaling Jaya",""
"empr","Kelate Kito (Damansara)","Asian","5","(44)","Petaling Jaya",""
"o4nj","The Gorpis @ Uptown Kota Damansara","Malaysian","4.7","(1000+)","Petaling Jaya",""
"buai","Nasi Lemak MY (Damansara)","Malaysian","4.5","(61)","Petaling Jaya",""
"vi0i","Bubur Box (Damansara)","Asian","4.9","(38)","Petaling Jaya",""
"evv5","AVS MANI CORNER","Indian","4.5","(51)","Petaling Jaya",""
"n8kn","Fuel Shack (Shell Kota Damansara)","Burgers","4.6","(1000+)","Petaling Jaya",""
"b9gy","RESTORAN ISKANDAR","Roti Canai","4.5","(1000+)","Petaling Jaya",""
"ejst","AROMA BISTRO","Malaysian","4","(500+)","Petaling Jaya",""
"dk40","Mokti's (Kota Damansara)","Desserts","2.6","(43)","Petaling Jaya",""
"ck3k","Warung Roti Titab (Damansara)","Asian","4.8","(29)","Petaling Jaya",""
"e0zj","Chop and Grill","Pasta","4.3","(500+)","Petaling Jaya",""
"m411","Warung Wok (Damansara)","Asian","4.6","(100+)","Petaling Jaya",""
"hlfh","Thai House Restoran","Fried Rice","4.1","(100+)","Petaling Jaya",""
"j6jf","AYO Fried Chicken (Kota Damansara)","Chicken","4.6","(500+)","Petaling Jaya",""
"n3yc","Sate Barokah (Ibu Nur)","Malaysian","4.4","(1000+)","Petaling Jaya",""
"zrsb","D'Western @ Restoran Meng Yang 2","Western","4.8","(100+)","Petaling Jaya",""
"hsrb","Luck Bros Kopi - Kota Damansara (at TheMINs)","Asian","5","(35)","Petaling Jaya",""
"q7ba","Kim Gary Restaurant (The Curve)","Asian","4.4","(1000+)","Petaling Jaya",""
"o2lk","Restoran Hidangan Ara Meranti","Malaysian","4.4","(3000+)","Petaling Jaya",""
"d8qt","D’Laksa (Aeon Bandar Utama, One Utama)","Laksa","4.6","(3000+)","Petaling Jaya",""
"o9vv","Kluang Station IPC Shopping Centre","Asian","4.4","(100+)","Petaling Jaya",""
"t4gv","Teh Tarik Place (The Curve)","Fried Rice","4.5","(1000+)","Petaling Jaya",""
"gjhq","Richiamo Coffee Ara Damansara","Western","4.7","(48)","Petaling Jaya",""
"n8rx","Macha & Co (The Curve)","Chicken","4.2","(500+)","Petaling Jaya",""
"m9gq","Paradise Dynasty (IPC Shopping Centre)","Chinese","4.6","(500+)","Petaling Jaya",""
"g2ca","Ara Indah Thai Food","Thai","4.6","(5000+)","Petaling Jaya",""
"strb","Restoran Faizul Maju (Signature EM HUB)","Malaysian","4.1","(100+)","Petaling Jaya",""
"u2rn","CIKPIA STALLZ","Seafood","4.6","(89)","Petaling Jaya",""
"m5vm","Salon Du Chocolat (1 Utama)","Bread","4.6","(1000+)","Petaling Jaya",""
"t3fm","Italiannies","Pasta","4.5","(1000+)","Petaling Jaya",""
"s9id","Chatime (IPC Shopping Centre)","Bubble Tea","4.5","(1000+)","Petaling Jaya",""
"gdxg","Daily Fresh (The Curve)","Pancakes & Waffles","4.5","(100+)","Petaling Jaya",""
"q3qz","Ichiban Ramen (Ikano Power Centre)","Japanese","4.5","(500+)","Petaling Jaya",""
"n8qz","Boat Noodle (Ikano)","Chicken","4.7","(1000+)","Petaling Jaya",""
"ning","Yun Pickled Vege Pot (One Utama)","Asian","3.8","(3)","Petaling Jaya",""
"f7si","RESTORAN WARISAN BRIYANI & KANDAR","Malaysian","2.6","(7)","Petaling Jaya",""
"x4ll","Yun Mala Xiang Guo (1 Utama)","Chinese","3.7","(100+)","Petaling Jaya",""
"m0pp","Wondermama (1 Utama)","Chicken","4.7","(100+)","Petaling Jaya",""
"v0kx","Haagen Dazs (1-Utama)","Beverages","4.8","(100+)","Petaling Jaya",""
"g87c","Nasi Kukus Rimba Signature","Malaysian","2.9","(2)","Petaling Jaya",""
"s7xz","TGI Fridays (The Curve)","American","4.6","(500+)","Petaling Jaya",""
"vdgz","Lim Fried Oyster @ Tea Time Restaurant","Chinese","4.5","(87)","Petaling Jaya",""
"uzbj","Eato Enjoy Japanese Teppanyaki (1 Utama Ken Chan)","Malaysian","4.1","(62)","Petaling Jaya",""
"q6dg","Yun Bridge Noodle (1U)","Chinese","4.3","(100+)","Petaling Jaya",""
"m3ey","Chili's Grill & Bar (1 Utama)","Beverages","4.5","(4000+)","Petaling Jaya",""
"xai1","COSMO THAI","Thai","4.5","(95)","Petaling Jaya",""
"dhrt","Cong Caphe (One Utama)","Coffee","4.7","(60)","Petaling Jaya",""
"p0kj","Tokyo Secret (1 Utama)","Cakes","4.5","(100+)","Petaling Jaya",""
"o4ql","Shihlin Taiwan Street Snacks (One Utama)","Chicken","4.5","(2000+)","Petaling Jaya",""
"iliq","WPS Cafe","Asian","4.2","(6)","Petaling Jaya",""
"t1dq","Thai Hou Sek (One Utama)","Thai","4.3","(500+)","Petaling Jaya",""
"n7tx","Mak's Chee Authentic Wonton (One Utama)","Soups","4.4","(100+)","Petaling Jaya",""
"kig6","GSC (1 Utama)","Cakes","4.9","(100+)","Petaling Jaya",""
"p2xg","Bruce Dumpling","Dumpling","4.6","(100+)","Petaling Jaya",""
"b0yt","Auntie Anne's (One Utama New Wing)","Bread","4.8","(500+)","Petaling Jaya",""
"v0az","Noodle Shack (1 Utama Shopping Centre)","Chinese","3.9","(100+)","Petaling Jaya",""
"k3h7","Yoshidaya Udon (1 Utama Ken Chan)","Desserts","4.5","(61)","Petaling Jaya",""
"m2sh","Esquire Kitchen (One Utama)","Chinese","4.4","(1000+)","Petaling Jaya",""
"vtvv","HELLO - Frozen Yogurt (1 Utama - New Wing)","Malaysian","4.3","(49)","Petaling Jaya",""
"co80","TheLocal Kopi Malaya (Damansara)","Vegetarian","1","(1)","Petaling Jaya",""
"mi3o","Hana Japanese Teishoku Meals (1 Utama)","Japanese","4.8","(12)","Petaling Jaya",""
"p2my","Thosai Cafe","Malaysian","4.4","(100+)","Petaling Jaya",""
